Publisher,Year_of_Release,Name,Genre,Global_Sales,Critic_Score,User_Score
Electronic Arts,2013.0,NCAA Football 14,Sports,1.09,77.0,5.8
Electronic Arts,2013.0,NHL 14,Sports,0.54,80.0,6
Electronic Arts,2013.0,Tiger Woods PGA Tour 14,Sports,0.37,74.0,3.8
Electronic Arts,2014.0,FIFA 15,Sports,2.18,82.0,5.4
Electronic Arts,2014.0,Madden NFL 15,Sports,2.19,81.0,6.1
Electronic Arts,2014.0,NBA Live 15,Sports,0.23,59.0,5.6
Electronic Arts,2014.0,NHL 15,Sports,0.6,60.0,3.6
Electronic Arts,2014.0,EA Sports UFC,Sports,0.47,70.0,6.3
Electronic Arts,2014.0,Plants vs. Zombies: Garden Warfare,Shooter,0.61,75.0,7.6
Electronic Arts,2014.0,Plants vs. Zombies: Garden Warfare,Shooter,0.02,78.0,7.8
Electronic Arts,2014.0,2014 FIFA World Cup Brazil,Sports,0.42,74.0,4.4
Electronic Arts,2014.0,2014 FIFA World Cup Brazil,Sports,0.61,73.0,4.3
Electronic Arts,2014.0,The Sims 4,Simulation,3.05,70.0,3.9
Electronic Arts,2014.0,NHL 15,Sports,0.36,,1.6
Electronic Arts,2014.0,Dragon Age: Inquisition,Role-Playing,0.73,85.0,5.9
Electronic Arts,2014.0,Plants vs. Zombies: Garden Warfare,Shooter,0.66,,7.8
Electronic Arts,2014.0,Titanfall,Shooter,2.95,86.0,6.4
Electronic Arts,2014.0,FIFA 15,Sports,0.45,,2.4
Electronic Arts,2014.0,FIFA 15,Sports,2.92,,4.2
Electronic Arts,2014.0,Dragon Age: Inquisition,Role-Playing,0.53,,5.1
Electronic Arts,2014.0,NHL 15,Sports,0.45,,2.8
Electronic Arts,2014.0,Titanfall,Shooter,0.56,86.0,6.2
Electronic Arts,2014.0,Dragon Age: Inquisition,Role-Playing,0.6,,5.2
Electronic Arts,2014.0,FIFA 15,Sports,0.28,82.0,4.2
Electronic Arts,2014.0,Plants vs. Zombies: Garden Warfare,Shooter,1.08,69.0,7.3
Electronic Arts,2014.0,Titanfall,Shooter,1.36,83.0,5.9
Electronic Arts,2014.0,Madden NFL 15,Sports,2.05,,5.5
Electronic Arts,2014.0,EA Sports UFC,Sports,1.05,70.0,6.1
Electronic Arts,2014.0,NBA Live 15,Sports,0.21,53.0,6.8
Electronic Arts,2014.0,Madden NFL 15,Sports,1.45,,2.7
Electronic Arts,2014.0,Dragon Age: Inquisition,Role-Playing,0.93,85.0,6.9
Electronic Arts,2014.0,FIFA 15,Sports,4.28,,4.5
Electronic Arts,2014.0,FIFA 15,Sports,0.56,,4.3
Electronic Arts,2014.0,Plants vs. Zombies: Garden Warfare,Shooter,0.69,76.0,7.4
Electronic Arts,2014.0,FIFA 15,Sports,0.59,,3.1
Electronic Arts,2014.0,Dragon Age: Inquisition,Role-Playing,2.01,89.0,7.4
Electronic Arts,2014.0,NHL 15,Sports,0.41,59.0,3.2
Electronic Arts,2014.0,FIFA 15,Sports,6.08,82.0,5.7
Electronic Arts,2014.0,Madden NFL 15,Sports,1.57,80.0,6.4
Electronic Arts,2015.0,Star Wars Battlefront (2015),Shooter,0.55,,
Electronic Arts,2015.0,Rory McIlroy PGA Tour,Action,0.52,61.0,3.7
Electronic Arts,2015.0,NHL 16,Sports,0.63,78.0,5.5
Electronic Arts,2015.0,NHL 16,Sports,0.48,80.0,6
Electronic Arts,2015.0,Rory McIlroy PGA Tour,Action,0.27,60.0,4.3
Electronic Arts,2015.0,Madden NFL 16,Sports,3.24,83.0,5.9
Electronic Arts,2015.0,NBA Live 16,Sports,0.18,59.0,6.1
Electronic Arts,2015.0,NHL 16,Sports,0.01,,
Electronic Arts,2015.0,FIFA 16,Sports,3.25,84.0,4.4
Electronic Arts,2015.0,Battlefield: Hardline,Shooter,0.14,71.0,3.8
Electronic Arts,2015.0,Star Wars Battlefront (2015),Shooter,3.66,,
Electronic Arts,2015.0,Star Wars Battlefront (2015),Shooter,7.98,,
Electronic Arts,2015.0,The Sims 4: Luxury Party Stuff,Simulation,0.02,,5.3
Electronic Arts,2015.0,Battlefield: Hardline,Shooter,1.21,71.0,5.1
Electronic Arts,2015.0,FIFA 16,Sports,2.71,,3.2
Electronic Arts,2015.0,The Sims 4: Get Together,Simulation,0.22,72.0,7.3
Electronic Arts,2015.0,NHL Legacy,Action,0.06,,
Electronic Arts,2015.0,Madden NFL 16,Sports,0.97,,5.1
Electronic Arts,2015.0,FIFA 16,Sports,1.57,,2.9
Electronic Arts,2015.0,Need for Speed (2015),Racing,0.69,,
Electronic Arts,2015.0,Battlefield: Hardline,Shooter,2.1,73.0,5
Electronic Arts,2015.0,Battlefield: Hardline,Shooter,0.41,,5.3
Electronic Arts,2015.0,NHL Legacy,Action,0.04,,
Electronic Arts,2015.0,Madden NFL 16,Sports,0.78,,3.1
Electronic Arts,2015.0,NBA Live 16,Sports,0.11,60.0,5.6
Electronic Arts,2015.0,FIFA 16,Sports,0.2,81.0,4.4
Electronic Arts,2015.0,Madden NFL 16,Sports,2.42,84.0,6.1
Electronic Arts,2015.0,Battlefield: Hardline,Shooter,0.28,,4.1
Electronic Arts,2015.0,The Sims 4: Spa Day,Simulation,0.04,,7.6
Electronic Arts,2015.0,FIFA 16,Sports,8.57,82.0,4.3
Electronic Arts,2015.0,Need for Speed (2015),Racing,2.43,,
Electronic Arts,2016.0,EA Sports UFC 2,Sports,0.41,76.0,6
Electronic Arts,2016.0,Need for Speed (2015),Racing,0.03,,
Electronic Arts,2016.0,Madden NFL 17,Sports,1.23,83.0,5.9
Electronic Arts,2016.0,Mirror's Edge Catalyst,Platform,0.35,69.0,4.7
Electronic Arts,2016.0,FIFA 17,Sports,7.59,85.0,5
Electronic Arts,2016.0,Plants vs. Zombies: Garden Warfare 2,Shooter,0.49,81.0,7.7
Electronic Arts,2016.0,Mirror's Edge Catalyst,Platform,0.06,74.0,4.4
Electronic Arts,2016.0,Battlefield 1,Shooter,2.25,87.0,8.2
Electronic Arts,2016.0,Plants vs. Zombies: Garden Warfare 2,Shooter,0.48,80.0,8.1
Electronic Arts,2016.0,FIFA 17,Sports,0.38,,1.7
Electronic Arts,2016.0,Titanfall 2,Shooter,0.08,85.0,8
Electronic Arts,2016.0,Mirror's Edge Catalyst,Platform,0.16,72.0,4.4
Electronic Arts,2016.0,NHL 17,Sports,0.33,78.0,5.8
Electronic Arts,2016.0,Battlefield 1,Shooter,0.38,88.0,7.6
Electronic Arts,2016.0,FIFA 17,Sports,2.65,84.0,5.5
Electronic Arts,2016.0,Titanfall 2,Shooter,0.75,89.0,8.4
Electronic Arts,2016.0,EA Sports UFC 2,Sports,0.93,79.0,6.2
Electronic Arts,2016.0,FIFA 17,Sports,0.12,84.0,4.2
Electronic Arts,2016.0,Titanfall 2,Shooter,0.57,87.0,8
Electronic Arts,2016.0,Battlefield 1,Shooter,4.08,88.0,8.4
Electronic Arts,2016.0,Madden NFL 17,Sports,1.75,82.0,4.9
Electronic Arts,2016.0,NHL 17,Sports,0.24,77.0,4
Electronic Arts,2016.0,Plants vs. Zombies: Garden Warfare 2,Shooter,0.05,82.0,7.5
Electronic Arts,2016.0,The Sims 4: City Living,Simulation,0.1,77.0,5.7
Electronic Arts,2016.0,Madden NFL 17,Sports,0.12,,0.2
Electronic Arts,2016.0,FIFA 17,Sports,0.73,,3.3
Electronic Arts,2016.0,Madden NFL 17,Sports,0.17,,0.7
Electronic Arts,,Madden NFL 2004,Sports,5.23,94.0,8.5
Electronic Arts,,FIFA Soccer 2004,Sports,3.49,84.0,6.4
Electronic Arts,,Rock Band,Misc,2.47,92.0,8.2
Electronic Arts,,Rock Band,Misc,1.62,92.0,8.4
Electronic Arts,,Rock Band,Misc,1.11,82.0,6.8
Electronic Arts,,Madden NFL 06,Sports,0.59,74.0,4.9
Electronic Arts,,Def Jam: Fight for NY,Fighting,0.54,84.0,8.5
Electronic Arts,,NBA Street Vol. 2,Sports,0.54,88.0,8.1
Electronic Arts,,Tiger Woods PGA Tour 07,Sports,0.47,71.0,6.9
Electronic Arts,,NBA Live 2003,Sports,0.36,82.0,8.8
Electronic Arts,,NBA Live 2003,Sports,0.3,82.0,8.2
Electronic Arts,,Dead Space 3,Action,0.19,78.0,6
Microsoft Game Studios,1996.0,Microsoft Flight Simulator,Simulation,5.12,,
Microsoft Game Studios,1999.0,Age of Empires II: The Age of Kings,Strategy,0.09,92.0,9
Microsoft Game Studios,2000.0,NFL Fever 2002,Sports,0.99,79.0,8.5
Microsoft Game Studios,2001.0,Project Gotham Racing,Racing,2.12,85.0,8.2
Microsoft Game Studios,2001.0,Amped: Freestyle Snowboarding,Sports,0.82,78.0,9
Microsoft Game Studios,2001.0,Exhibition,Misc,0.25,,
Microsoft Game Studios,2001.0,Azurik: Rise of Perathia,Action,0.24,52.0,8.5
Microsoft Game Studios,2001.0,Zoo Tycoon,Strategy,0.03,,
Microsoft Game Studios,2001.0,Blood Wake,Shooter,0.57,71.0,7.5
Microsoft Game Studios,2001.0,Fuzion Frenzy,Misc,1.21,70.0,6.9
Microsoft Game Studios,2001.0,Microsoft Train Simulator,Simulation,0.05,84.0,8.4
Microsoft Game Studios,2001.0,Dead or Alive 3,Fighting,1.77,87.0,8.6
Microsoft Game Studios,2001.0,Halo: Combat Evolved,Shooter,6.43,97.0,8.6
Microsoft Game Studios,2002.0,Whacked!,Misc,0.09,,
Microsoft Game Studios,2002.0,Project Gotham Racing (JP weekly sales),Action,2.1,,
Microsoft Game Studios,2002.0,Sneakers,Puzzle,0.1,28.0,4.6
Microsoft Game Studios,2002.0,Steel Battalion,Simulation,0.1,83.0,8.5
Microsoft Game Studios,2002.0,NBA Inside Drive 2002,Sports,0.37,76.0,tbd
Microsoft Game Studios,2002.0,MechAssault,Simulation,1.13,87.0,8
Microsoft Game Studios,2002.0,Kakuto Chojin,Fighting,0.05,46.0,7.2
Microsoft Game Studios,2002.0,RalliSport Challenge(JP sales),Racing,0.01,,
Microsoft Game Studios,2002.0,Age of Mythology,Strategy,0.09,89.0,8.9
Microsoft Game Studios,2002.0,NBA Inside Drive 2003,Sports,0.31,72.0,7.8
Microsoft Game Studios,2002.0,NFL Fever 2003,Sports,0.61,72.0,8.6
Microsoft Game Studios,2002.0,Blinx: The Time Sweeper,Platform,0.56,71.0,8
Microsoft Game Studios,2002.0,Maximum Chase,Racing,0.07,56.0,tbd
Microsoft Game Studios,2002.0,Combat Flight Simulator 3: Battle for Europe,Simulation,0.02,69.0,6.5
Microsoft Game Studios,2002.0,Star Wars: The Clone Wars & Tetris Worlds,Misc,0.19,,
Microsoft Game Studios,2002.0,Quantum Redshift,Racing,0.13,70.0,8.1
Microsoft Game Studios,2002.0,Impossible Creatures,Strategy,0.01,72.0,8
Microsoft Game Studios,2002.0,NightCaster,Action,0.13,61.0,5.7
Microsoft Game Studios,2002.0,Shenmue II,Adventure,0.32,80.0,9.3
Microsoft Game Studios,2002.0,RalliSport Challenge,Racing,0.57,87.0,8.3
Microsoft Game Studios,2003.0,Dead or Alive Xtreme Beach Volleyball,Sports,0.59,73.0,7.8
Microsoft Game Studios,2003.0,Exhibition Volume 4,Misc,0.07,,
Microsoft Game Studios,2003.0,Brute Force,Shooter,0.83,77.0,7.8
Microsoft Game Studios,2003.0,Crimson Skies: High Road to Revenge,Simulation,0.87,88.0,8.8
Microsoft Game Studios,2003.0,Microsoft Flight Simulator 2004: A Century of Flight,Simulation,0.07,88.0,8.2
Microsoft Game Studios,2003.0,Exhibition Volume 03,Misc,0.1,,
Microsoft Game Studios,2003.0,Xbox Music Mixer,Misc,0.35,49.0,tbd
Microsoft Game Studios,2003.0,NFL Fever 2004,Sports,0.32,74.0,8.8
Microsoft Game Studios,2003.0,Midtown Madness 3,Racing,0.3,76.0,8.3
Microsoft Game Studios,2003.0,Links 2004,Sports,0.29,80.0,9
Microsoft Game Studios,2003.0,NHL Rivals 2004,Sports,0.11,65.0,8.8
Microsoft Game Studios,2003.0,Kung Fu Chaos,Fighting,0.28,68.0,8.5
Microsoft Game Studios,2003.0,Tao Feng: Fist of the Lotus,Fighting,0.27,65.0,6.5
Microsoft Game Studios,2003.0,Amped 2,Sports,0.25,80.0,7.7
Microsoft Game Studios,2003.0,MLB Inside Pitch 2003,Sports,0.12,,
Microsoft Game Studios,2003.0,Voodoo Vince,Platform,0.12,73.0,8.4
Microsoft Game Studios,2003.0,NBA Inside Drive 2004,Sports,0.17,71.0,8.2
Microsoft Game Studios,2003.0,Exhibition Volume 02,Misc,0.17,,
Microsoft Game Studios,2003.0,Top Spin,Sports,0.46,89.0,8.2
Microsoft Game Studios,2003.0,Counter-Strike,Shooter,1.11,74.0,7.6
Microsoft Game Studios,2003.0,Grabbed by the Ghoulies,Action,0.14,66.0,7.3
Microsoft Game Studios,2003.0,PGR: Project Gotham Racing 2,Racing,1.67,,
Microsoft Game Studios,2003.0,Project Gotham Racing 2 (JP weekly sales),Action,0.03,,
Microsoft Game Studios,2003.0,Halo: Combat Evolved,Shooter,0.04,83.0,7.4
Microsoft Game Studios,2003.0,Rise of Nations,Strategy,0.04,89.0,9
Microsoft Game Studios,2003.0,Age of Mythology: The Titans,Strategy,0.04,84.0,8.7
Microsoft Game Studios,2003.0,Zoo Tycoon: Complete Collection,Strategy,0.06,,8
Microsoft Game Studios,2003.0,Freelancer,Simulation,0.05,85.0,9
Microsoft Game Studios,2004.0,Fable,Role-Playing,2.66,85.0,8.5
Microsoft Game Studios,2004.0,MechAssault 2: Lone Wolf,Simulation,0.36,81.0,7.5
Microsoft Game Studios,2004.0,RalliSport Challenge 2,Racing,0.27,87.0,9.1
Microsoft Game Studios,2004.0,Phantom Dust,Action,0.11,81.0,8.5
Microsoft Game Studios,2004.0,Sudeki,Role-Playing,0.19,72.0,8.4
Microsoft Game Studios,2004.0,Halo 2,Shooter,8.49,95.0,8.2
Microsoft Game Studios,2004.0,Fatal Frame II: Crimson Butterfly Director's Cut,Action,0.05,84.0,8.3
Microsoft Game Studios,2004.0,Exhibition Volume 6,Misc,0.02,,
Microsoft Game Studios,2004.0,GunGriffon: Allied Strike,Simulation,0.03,55.0,tbd
Microsoft Game Studios,2004.0,Ninja Gaiden,Action,1.23,91.0,8.8
Microsoft Game Studios,2004.0,Exhibition Volume 5,Misc,0.06,,
Microsoft Game Studios,2004.0,Zoo Tycoon 2,Strategy,0.06,72.0,8.1
Microsoft Game Studios,2004.0,Blinx 2: Masters of Time & Space,Platform,0.15,,
Microsoft Game Studios,2005.0,Jade Empire,Role-Playing,0.7,89.0,8.6
Microsoft Game Studios,2005.0,Forza Motorsport,Racing,1.05,92.0,7.6
Microsoft Game Studios,2005.0,Kameo: Elements of Power,Action,0.34,79.0,8.1
Microsoft Game Studios,2005.0,Age of Empires III,Strategy,0.38,81.0,7.7
Microsoft Game Studios,2005.0,Tecmo Classic Arcade,Misc,0.06,55.0,tbd
Microsoft Game Studios,2005.0,Dungeon Siege II,Role-Playing,0.03,80.0,7.9
Microsoft Game Studios,2005.0,Conker: Live And Reloaded,Adventure,0.71,,
Microsoft Game Studios,2005.0,Fable: The Lost Chapters,Role-Playing,0.07,83.0,8.7
Microsoft Game Studios,2005.0,Perfect Dark Zero,Shooter,0.77,81.0,7.3
Microsoft Game Studios,2005.0,Tork: Prehistoric Punk,Platform,0.03,62.0,6.2
Microsoft Game Studios,2005.0,Halo 2 Multiplayer Map Pack,Shooter,0.69,89.0,7.4
Microsoft Game Studios,2005.0,Halo Triple Pack,Shooter,0.16,,
Microsoft Game Studios,2005.0,PGR3 - Project Gotham Racing 3,Racing,0.6,,
Microsoft Game Studios,2005.0,Ninja Gaiden Black,Action,0.09,94.0,8.7
Microsoft Game Studios,2006.0,N3: Ninety-Nine Nights,Action,0.3,,
Microsoft Game Studios,2006.0,Tenchu Z,Action,0.34,56.0,7.3
Microsoft Game Studios,2006.0,Rise of Nations: Rise of Legends,Strategy,0.03,84.0,8.5
Microsoft Game Studios,2006.0,Blue Dragon,Role-Playing,0.92,79.0,7.8
Microsoft Game Studios,2006.0,Xbox Live Arcade Unplugged Volume 1,Misc,0.07,,tbd
Microsoft Game Studios,2006.0,Project Sylpheed: Arc of Deception,Shooter,0.15,64.0,8.6
Microsoft Game Studios,2006.0,Microsoft Flight Simulator X,Simulation,0.43,80.0,7.6
Microsoft Game Studios,2006.0,Viva Pinata,Simulation,1.62,84.0,8
Microsoft Game Studios,2006.0,Gears of War,Shooter,6.09,94.0,8.3
Microsoft Game Studios,2007.0,Fuzion Frenzy 2,Misc,0.17,49.0,5.2
Microsoft Game Studios,2007.0,Age of Empires III: Gold Edition,Strategy,0.03,,7.8
Microsoft Game Studios,2007.0,Halo 3,Shooter,12.12,94.0,7.8
Microsoft Game Studios,2007.0,Viva Pinata,Simulation,0.02,78.0,7.8
Microsoft Game Studios,2007.0,Gears of War,Shooter,0.02,87.0,7.8
Microsoft Game Studios,2007.0,Forza Motorsport 2,Racing,4.05,90.0,8.3
Microsoft Game Studios,2007.0,Viva Pinata: Party Animals,Misc,0.23,56.0,6.2
Microsoft Game Studios,2007.0,Worms,Strategy,0.02,75.0,6.9
Microsoft Game Studios,2007.0,Vampire Rain,Action,0.21,38.0,2.9
Microsoft Game Studios,2007.0,Age of Empires III: The Asian Dynasties,Strategy,0.06,81.0,8.5
Microsoft Game Studios,2007.0,Crackdown,Shooter,1.75,83.0,8
Microsoft Game Studios,2007.0,Lost Odyssey,Role-Playing,0.9,78.0,8.3
Microsoft Game Studios,2007.0,Microsoft Flight Simulator X Acceleration Expansion Pack,Simulation,0.05,,
Microsoft Game Studios,2007.0,Halo 2,Shooter,0.09,72.0,5.6
Microsoft Game Studios,2007.0,Mass Effect,Role-Playing,2.91,91.0,8.7
Microsoft Game Studios,2007.0,Scene It? Lights Camera Action,Misc,0.48,73.0,8.1
Microsoft Game Studios,2007.0,Kingdom Under Fire: Circle of Doom,Role-Playing,0.37,55.0,5.9
Microsoft Game Studios,2007.0,Shadowrun,Role-Playing,0.47,66.0,7.5
Microsoft Game Studios,2007.0,PGR4 - Project Gotham Racing 4,Racing,2.04,,
Microsoft Game Studios,2008.0,Viva Pinata: Trouble in Paradise,Simulation,0.47,82.0,7.9
Microsoft Game Studios,2008.0,Fable II,Role-Playing,4.27,89.0,6.5
Microsoft Game Studios,2008.0,Too Human,Role-Playing,0.78,65.0,7
Microsoft Game Studios,2008.0,Lips,Misc,0.77,71.0,7.4
Microsoft Game Studios,2008.0,Banjo-Kazooie: Nuts & Bolts,Platform,0.76,,
Microsoft Game Studios,2008.0,Scene It? Box Office Smash,Misc,0.65,76.0,7.4
Microsoft Game Studios,2008.0,Zoo Tycoon 2: Ultimate Collection,Strategy,0.26,,8.4
Microsoft Game Studios,2008.0,Banjo-Kazooie,Platform,0.01,77.0,8.2
Microsoft Game Studios,2008.0,You're in the Movies,Misc,0.48,55.0,5.5
Microsoft Game Studios,2008.0,Gears of War 2,Shooter,6.75,93.0,7.7
Microsoft Game Studios,2009.0,Halo 3: ODST,Shooter,6.34,83.0,7.1
Microsoft Game Studios,2009.0,Lips: Deutsche Partyknaller,Misc,0.05,,
Microsoft Game Studios,2009.0,Age of Empires III: Complete Collection,Strategy,0.17,,8.5
Microsoft Game Studios,2009.0,Lips: Number One Hits,Misc,0.55,70.0,7.6
Microsoft Game Studios,2009.0,Forza Motorsport 3,Racing,5.49,92.0,8
Microsoft Game Studios,2009.0,Ninja Blade,Action,0.33,68.0,6.8
Microsoft Game Studios,2009.0,Halo Wars,Strategy,2.62,82.0,7.2
Microsoft Game Studios,2010.0,Forza Motorsport 3: Ultimate Edition,Racing,0.04,,
Microsoft Game Studios,2010.0,Lips: I Love The 80s,Misc,0.14,,
Microsoft Game Studios,2010.0,Kinect Adventures!,Misc,21.81,61.0,6.3
Microsoft Game Studios,2010.0,N3 II: Ninety-Nine Nights,Action,0.17,,
Microsoft Game Studios,2010.0,Halo: Reach,Shooter,9.86,91.0,7.9
Microsoft Game Studios,2010.0,Kinect Sports,Sports,6.19,73.0,7.4
Microsoft Game Studios,2010.0,Fable III,Role-Playing,5.1,80.0,6.5
Microsoft Game Studios,2010.0,Kinectimals,Simulation,1.62,74.0,3.1
Microsoft Game Studios,2010.0,Alan Wake,Action,1.33,83.0,8.1
Microsoft Game Studios,2010.0,Crackdown 2,Shooter,1.12,70.0,6
Microsoft Game Studios,2010.0,Kinect Joy Ride,Racing,1.43,52.0,5
Microsoft Game Studios,2010.0,Lips: Party Classics,Misc,0.18,69.0,tbd
Microsoft Game Studios,2011.0,The Gunstringer,Shooter,0.4,77.0,8.1
Microsoft Game Studios,2011.0,Gears of War 3,Shooter,6.21,91.0,7.8
Microsoft Game Studios,2011.0,Forza Motorsport 4,Racing,4.57,91.0,8.2
Microsoft Game Studios,2011.0,Triple Pack: Xbox Live Arcade Compilation,Misc,0.03,,tbd
Microsoft Game Studios,2011.0,Halo: Combat Evolved Anniversary,Shooter,2.4,82.0,8.1
Microsoft Game Studios,2011.0,Kinect: Disneyland Adventures,Misc,2.35,73.0,2.9
Microsoft Game Studios,2011.0,Kinect Sports: Season Two,Sports,2.34,66.0,6.5
Microsoft Game Studios,2011.0,Dance Central 2,Misc,2.04,86.0,8.2
Microsoft Game Studios,2011.0,Fable III,Role-Playing,0.32,75.0,5.4
Microsoft Game Studios,2011.0,Kinectimals: Now with Bears!,Misc,0.35,,
Microsoft Game Studios,2011.0,Age of Empires Online,Strategy,0.06,70.0,5.6
Microsoft Game Studios,2012.0,Halo 4,Shooter,9.71,87.0,7
Microsoft Game Studios,2012.0,Nike+ Kinect Training,Sports,0.04,,
Microsoft Game Studios,2012.0,Forza Horizon,Racing,1.96,85.0,8.4
Microsoft Game Studios,2012.0,Kinect Star Wars,Action,1.74,55.0,3.5
Microsoft Game Studios,2012.0,Kinect Rush: A Disney Pixar Adventure,Adventure,0.58,68.0,5.1
Microsoft Game Studios,2012.0,Fable: The Journey,Role-Playing,0.28,61.0,4.8
Microsoft Game Studios,2012.0,Dance Central 3,Misc,0.81,86.0,8
Microsoft Game Studios,2013.0,Zoo Tycoon (2013),Simulation,0.08,,
Microsoft Game Studios,2013.0,Minecraft,Misc,9.18,,
Microsoft Game Studios,2013.0,Killer Instinct (2013),Fighting,0.07,,
Microsoft Game Studios,2013.0,Forza Motorsport 5,Racing,2.2,79.0,5.9
Microsoft Game Studios,2013.0,Zoo Tycoon (2013),Simulation,0.36,,
Microsoft Game Studios,2013.0,Ryse: Son of Rome,Action,1.38,60.0,6.1
Microsoft Game Studios,2013.0,Dead Rising 3,Action,1.57,78.0,6.8
Microsoft Game Studios,2013.0,Gears of War: Judgment,Shooter,1.57,79.0,5.4
Microsoft Game Studios,2014.0,Forza Horizon 2,Racing,1.4,86.0,8.2
Microsoft Game Studios,2014.0,Dance Central: Spotlight,Misc,0.19,74.0,7
Microsoft Game Studios,2014.0,Kinect Sports Rivals,Sports,0.6,60.0,5.1
Microsoft Game Studios,2014.0,Sunset Overdrive,Shooter,1.14,81.0,7.7
Microsoft Game Studios,2014.0,Halo: The Master Chief Collection,Shooter,3.23,85.0,7.2
Microsoft Game Studios,2014.0,Minecraft,Misc,2.76,,
Microsoft Game Studios,2014.0,Forza Horizon 2,Racing,0.78,,5.1
Microsoft Game Studios,2014.0,Project Spark,Misc,0.17,73.0,7
Microsoft Game Studios,2014.0,Fable,Role-Playing,0.44,,
Microsoft Game Studios,2015.0,Gears of War: Ultimate Edition,Shooter,3.28,82.0,7.5
Microsoft Game Studios,2015.0,Halo 5: Guardians,Shooter,4.48,84.0,6.4
Microsoft Game Studios,2015.0,Rare Replay,Misc,0.79,84.0,7.7
Microsoft Game Studios,2015.0,State of Decay,Strategy,0.21,,
Microsoft Game Studios,2015.0,Forza Motorsport 6,Racing,1.8,87.0,7.9
Microsoft Game Studios,2016.0,Quantum Break,Action,0.02,66.0,4.3
Microsoft Game Studios,2016.0,Minecraft,Misc,0.68,,
Microsoft Game Studios,2016.0,ReCore,Action,0.15,63.0,6.6
Microsoft Game Studios,2016.0,Forza Horizon 3,Racing,1.08,91.0,7.4
Microsoft Game Studios,2016.0,Quantum Break,Action,0.56,77.0,6.8
Microsoft Game Studios,2016.0,Gears of War 4,Shooter,1.35,84.0,6.2
Sega,1982.0,Congo Bongo,Action,0.4,,
Sega,1990.0,Streets of Rage,Action,2.6,,
Sega,1991.0,Sonic the Hedgehog,Platform,4.34,,
Sega,1992.0,Sonic the Hedgehog 2 (8-bit),Platform,0.04,,
Sega,1992.0,Sonic the Hedgehog 2,Platform,6.03,,
Sega,1992.0,Street Fighter II': Special Champion Edition,Fighting,1.66,,
Sega,1992.0,Ecco the Dolphin,Adventure,0.12,,
Sega,1992.0,Gunstar Heroes,Shooter,0.13,,
Sega,1993.0,Sonic CD,Platform,1.5,,
Sega,1993.0,Dynamite Headdy,Platform,0.05,,
Sega,1993.0,Beyond Oasis,Role-Playing,0.05,,
Sega,1993.0,Shining Force II,Strategy,0.19,,
Sega,1993.0,Ecco: The Tides of Time,Adventure,0.07,,
Sega,1993.0,Streets of Rage 3,Action,0.07,,
Sega,1994.0,Dragon Slayer: The Legend of Heroes,Role-Playing,0.08,,
Sega,1994.0,Gale Racer,Racing,0.07,,
Sega,1994.0,Formula One World Championship: Beyond the Limit,Racing,0.07,,
Sega,1994.0,Yuu Yuu Hakusho: Makyo Toitsusen,Fighting,0.08,,
Sega,1994.0,Clockwork Knight,Platform,0.09,,
Sega,1994.0,J-League Pro Striker 2,Sports,0.04,,
Sega,1994.0,Puzzle & Action: Tant-R,Misc,0.03,,
Sega,1994.0,Virtua Fighter,Fighting,1.07,,
Sega,1994.0,Daytona USA,Racing,0.55,,
Sega,1994.0,Worldwide Soccer,Sports,0.06,,
Sega,1994.0,Record of Lodoss War: Eiyuu Sensou,Role-Playing,0.06,,
Sega,1994.0,Game no Kanzume Vol 2,Misc,0.05,,
Sega,1994.0,Golden Axe: The Duel,Fighting,0.05,,
Sega,1994.0,World Series Baseball,Sports,0.04,,
Sega,1994.0,Game no Kanzume Vol 1,Misc,0.05,,
Sega,1994.0,Robotica,Shooter,0.06,,
Sega,1994.0,Decathlete,Sports,0.3,,
Sega,1994.0,Pebble Beach Golf Links,Sports,0.02,,
Sega,1994.0,Sonic & Knuckles,Platform,1.82,,
Sega,1994.0,F1 Challenge,Racing,0.18,,
Sega,1994.0,SimCity 2000,Simulation,0.28,,
Sega,1994.0,Shining Force CD,Strategy,0.14,,
Sega,1994.0,Virtua Racing,Racing,0.26,,
Sega,1994.0,Wing Arms,Shooter,0.2,,
Sega,1994.0,Battle Arena Toshinden Remix,Fighting,0.12,,
Sega,1994.0,Sonic the Hedgehog 3,Platform,1.76,,
Sega,1995.0,Virtua Fighter 2,Fighting,1.93,,
Sega,1995.0,Rampo,Adventure,0.03,,
Sega,1995.0,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,Misc,0.12,,
Sega,1995.0,Blazing Heroes,Role-Playing,0.3,,
Sega,1995.0,Hang On GP,Racing,0.07,,
Sega,1995.0,Virtua Cop,Shooter,0.62,,
Sega,1995.0,Daytona USA Championship Circuit Edition,Racing,0.14,,
Sega,1995.0,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,Misc,0.05,,
Sega,1995.0,Baku Baku,Puzzle,0.05,,
Sega,1995.0,J-League Victory Goal,Sports,0.15,,
Sega,1995.0,Virtua Fighter Kids,Fighting,0.23,,
Sega,1995.0,Kanzen Chuuki Pro Yakyuu Greatest Nine,Sports,0.22,,
Sega,1995.0,Battle Arena Toshinden URA,Fighting,0.03,,
Sega,1995.0,Sega Rally Championship,Racing,1.16,,
Sega,1995.0,Guardian Heroes,Role-Playing,0.29,,
